spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.memoryFraction,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.codec,spark.io.compression.lz4.blockSize,spark.io.compression.snappy.blockSize,spark.kryo.referenceTracking,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.cores,spark.executor.cores,spark.driver.memory,spark.executor.memory,spark.storage.memoryFraction,spark.storage.unrollFraction,spark.network.timeout,spark.locality.wait,spark.scheduler.revive.interval,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.speculation,spark.broadcast.compress,spark.rdd.compress,spark.serializer,spark.memory.storageFraction,spark.default.parallelism,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.executor.instances,spark.python.worker.memory,spark.python.worker.reuse,spark.rpc.message.maxSize,spark.driver.maxResultSize,spark.driver.memoryOverhead,spark.reducer.maxReqsInFlight,spark.reducer.maxBlocksInFlightPerAddress,spark.maxRemoteBlockSizeFetchToMem,spark.shuffle.io.maxRetries,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.io.preferDirectBufs,spark.shuffle.io.backLog,spark.shuffle.service.index.cache.size,spark.shuffle.maxChunksBeingTransferred,spark.memory.useLegacyMode,spark.storage.replication.proactive,spark.cleaner.periodicGC.interval,spark.cleaner.referenceTracking,spark.cleaner.referenceTracking.blocking,spark.cleaner.referenceTracking.blocking.shuffle,spark.cleaner.referenceTracking.cleanCheckpoints,spark.broadcast.checksum,spark.executor.heartbeatInterval,spark.files.fetchTimeout,spark.files.useFetchCache,spark.files.overwrite,spark.files.maxPartitionBytes,spark.files.openCostInBytes,spark.storage.memoryMapThreshold,spark.hadoop.mapreduce.fileoutputcommitter.algorithm.version,spark.rpc.io.backLog,spark.port.maxRetries,spark.rpc.numRetries,spark.rpc.retry.wait,spark.rpc.lookupTimeout,spark.scheduler.minRegisteredResourcesRatio,spark.scheduler.mode,spark.scheduler.listenerbus.eventqueue.capacity,spark.scheduler.blacklist.unschedulableTaskSetTimeout,spark.task.reaper.enabled,spark.task.reaper.pollingInterval,spark.task.reaper.threadDump,spark.stage.maxConsecutiveAttempts,spark.streaming.backpressure.enabled,spark.streaming.blockInterval,spark.streaming.receiver.writeAheadLog.enable,spark.streaming.unpersist,spark.streaming.stopGracefullyOnShutdown,runtime
491.0,106.0,0.32,983.0,637.0,2.17,0.34,5.0,1.0,224.0,16.0,0.0,82.0,69.0,7.0,8.0,3.0,11.0,0.61,0.9,395.0,4.0,15.0,7.0,0.0,0.74,0.0,0.0,0.0,0.0,0.69,383.0,0.0,878.0,14.0,308.0,0.0,260.0,1046.0,433.0,18420.0,22568.0,18517.0,4.0,5.0,1.0,80.0,195.0,10331.0,1.0,1.0,53.0,1.0,1.0,0.0,0.0,1.0,10.0,75.0,0.0,1.0,33586353.0,2117236.0,313.0,2.0,86.0,15.0,4.0,4.0,108.0,0.8,1.0,8801.0,62.0,1.0,7.0,1.0,4.0,0.0,138.0,1.0,1.0,1.0,383.004
302.0,307.0,0.22,417.0,918.0,4.51,0.61,55.0,0.0,62.0,190.0,1.0,56.0,34.0,5.0,4.0,16.0,11.0,0.67,0.1,267.0,5.0,44.0,4.0,1.0,0.79,0.0,0.0,1.0,0.0,0.75,299.0,1.0,756.0,10.0,144.0,0.0,226.0,1983.0,1354.0,8465.0,22937.0,17366.0,4.0,3.0,1.0,104.0,137.0,22438.0,0.0,0.0,53.0,0.0,0.0,0.0,1.0,1.0,5.0,34.0,1.0,1.0,33580734.0,2116443.0,360.0,1.0,66.0,16.0,5.0,5.0,105.0,0.7,0.0,12000.0,77.0,1.0,14.0,1.0,7.0,1.0,254.0,1.0,0.0,0.0,471.03
112.0,451.0,0.13,290.0,318.0,3.77,0.27,74.0,0.0,103.0,16.0,0.0,74.0,77.0,9.0,2.0,9.0,13.0,0.51,0.6,472.0,2.0,19.0,4.0,1.0,0.83,1.0,0.0,1.0,0.0,0.8,26.0,0.0,579.0,12.0,552.0,1.0,444.0,1172.0,899.0,29796.0,31063.0,1435.0,7.0,4.0,0.0,24.0,180.0,22490.0,1.0,1.0,65.0,1.0,1.0,1.0,1.0,1.0,8.0,56.0,0.0,1.0,33585180.0,2104437.0,491.0,1.0,53.0,19.0,5.0,4.0,107.0,0.7,1.0,15234.0,175.0,1.0,13.0,1.0,8.0,1.0,317.0,1.0,0.0,1.0,299.391
448.0,47.0,0.16,801.0,583.0,5.64,0.6,18.0,1.0,256.0,195.0,0.0,10.0,118.0,2.0,10.0,2.0,17.0,0.42,0.62,335.0,7.0,29.0,4.0,0.0,0.68,1.0,1.0,0.0,0.0,0.7,470.0,1.0,774.0,8.0,918.0,1.0,396.0,2013.0,567.0,18777.0,4671.0,5451.0,2.0,1.0,1.0,68.0,70.0,28778.0,0.0,1.0,65.0,1.0,0.0,0.0,1.0,1.0,5.0,80.0,1.0,0.0,33572326.0,2110472.0,233.0,1.0,79.0,20.0,4.0,6.0,214.0,0.9,1.0,13883.0,111.0,0.0,12.0,1.0,6.0,1.0,74.0,0.0,1.0,0.0,841.965
16.0,396.0,0.51,358.0,391.0,4.59,0.9,110.0,0.0,208.0,107.0,0.0,12.0,78.0,1.0,5.0,8.0,12.0,0.54,0.18,145.0,4.0,42.0,6.0,1.0,0.9,0.0,1.0,1.0,0.0,0.7,330.0,1.0,815.0,9.0,431.0,1.0,391.0,1437.0,452.0,30376.0,7393.0,3134.0,3.0,3.0,1.0,22.0,84.0,20452.0,1.0,1.0,61.0,1.0,1.0,0.0,1.0,1.0,6.0,48.0,1.0,1.0,33573144.0,2129260.0,236.0,1.0,89.0,10.0,2.0,2.0,143.0,0.7,1.0,8320.0,66.0,0.0,8.0,0.0,8.0,1.0,331.0,1.0,1.0,1.0,526.216
186.0,320.0,0.6,791.0,142.0,2.8,0.97,127.0,0.0,92.0,90.0,0.0,26.0,6.0,10.0,3.0,1.0,17.0,0.41,0.96,221.0,2.0,26.0,5.0,1.0,0.96,0.0,0.0,0.0,0.0,0.77,325.0,0.0,837.0,8.0,137.0,1.0,449.0,1000.0,385.0,30313.0,23783.0,28901.0,3.0,4.0,1.0,88.0,186.0,31598.0,1.0,0.0,25.0,0.0,1.0,1.0,0.0,0.0,7.0,54.0,1.0,1.0,33556433.0,2115312.0,395.0,1.0,112.0,24.0,2.0,4.0,31.0,0.7,1.0,12705.0,172.0,1.0,13.0,0.0,8.0,1.0,357.0,0.0,1.0,1.0,239.385
65.0,421.0,0.46,457.0,729.0,3.44,0.31,115.0,2.0,243.0,200.0,1.0,119.0,83.0,9.0,6.0,16.0,8.0,0.42,0.11,459.0,2.0,18.0,6.0,1.0,0.79,0.0,1.0,1.0,0.0,0.87,432.0,0.0,425.0,9.0,822.0,1.0,135.0,1715.0,1260.0,18508.0,9404.0,24073.0,9.0,5.0,1.0,93.0,145.0,14334.0,1.0,1.0,62.0,1.0,0.0,1.0,1.0,1.0,17.0,60.0,0.0,0.0,33581553.0,2126205.0,65.0,1.0,107.0,24.0,5.0,4.0,52.0,0.9,1.0,6428.0,37.0,0.0,16.0,0.0,5.0,1.0,154.0,0.0,1.0,0.0,410.055
134.0,35.0,0.77,229.0,226.0,4.69,0.72,55.0,2.0,223.0,74.0,1.0,94.0,97.0,7.0,8.0,16.0,14.0,0.98,0.57,279.0,5.0,22.0,8.0,0.0,0.94,0.0,0.0,1.0,0.0,0.6,148.0,0.0,784.0,12.0,297.0,1.0,399.0,631.0,1920.0,14210.0,10562.0,8829.0,2.0,3.0,0.0,50.0,66.0,23917.0,0.0,0.0,40.0,0.0,0.0,1.0,1.0,0.0,6.0,54.0,1.0,0.0,33557421.0,2103557.0,299.0,1.0,90.0,27.0,3.0,1.0,100.0,0.7,0.0,16429.0,97.0,0.0,10.0,1.0,8.0,1.0,99.0,0.0,1.0,1.0,328.649
173.0,227.0,0.58,406.0,581.0,2.71,0.85,99.0,0.0,222.0,226.0,1.0,106.0,89.0,8.0,10.0,5.0,15.0,0.87,0.7,235.0,2.0,13.0,5.0,0.0,0.56,0.0,0.0,1.0,1.0,0.92,199.0,1.0,437.0,12.0,462.0,0.0,494.0,1821.0,683.0,16730.0,3814.0,11634.0,6.0,3.0,1.0,93.0,161.0,31178.0,1.0,1.0,50.0,0.0,1.0,1.0,1.0,1.0,16.0,24.0,1.0,0.0,33574764.0,2125857.0,123.0,2.0,63.0,10.0,3.0,4.0,165.0,0.7,0.0,10459.0,198.0,1.0,14.0,1.0,5.0,0.0,481.0,0.0,0.0,0.0,388.666
194.0,277.0,0.44,837.0,149.0,4.82,0.68,24.0,1.0,61.0,236.0,1.0,20.0,93.0,5.0,5.0,8.0,10.0,0.92,0.76,370.0,4.0,18.0,7.0,1.0,0.72,1.0,1.0,1.0,0.0,0.9,124.0,0.0,932.0,13.0,296.0,0.0,289.0,1391.0,715.0,1922.0,411.0,13868.0,7.0,2.0,0.0,105.0,69.0,10599.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,1.0,6.0,38.0,0.0,0.0,33571449.0,2114010.0,332.0,2.0,66.0,28.0,3.0,1.0,234.0,0.9,0.0,4783.0,159.0,1.0,4.0,1.0,4.0,0.0,69.0,1.0,0.0,0.0,469.239
374.0,53.0,0.56,374.0,942.0,5.41,0.9,121.0,0.0,256.0,77.0,0.0,113.0,25.0,12.0,4.0,18.0,11.0,0.83,0.43,386.0,1.0,37.0,5.0,1.0,0.59,1.0,1.0,0.0,1.0,0.92,402.0,1.0,121.0,10.0,434.0,0.0,283.0,779.0,2015.0,16670.0,6688.0,13037.0,9.0,3.0,1.0,16.0,142.0,29152.0,0.0,1.0,72.0,0.0,1.0,0.0,1.0,0.0,14.0,56.0,1.0,0.0,33566984.0,2100891.0,467.0,1.0,111.0,24.0,5.0,6.0,133.0,0.8,0.0,15256.0,105.0,1.0,19.0,0.0,7.0,1.0,75.0,1.0,0.0,1.0,416.072
102.0,466.0,0.89,777.0,329.0,5.47,0.13,68.0,1.0,91.0,163.0,1.0,31.0,96.0,6.0,8.0,16.0,16.0,0.56,0.91,323.0,7.0,25.0,7.0,1.0,0.61,1.0,0.0,1.0,0.0,0.77,271.0,1.0,243.0,12.0,479.0,1.0,266.0,1349.0,603.0,1854.0,5819.0,25580.0,2.0,3.0,0.0,20.0,180.0,424.0,0.0,0.0,35.0,1.0,1.0,1.0,1.0,0.0,9.0,49.0,1.0,1.0,33554745.0,2116629.0,201.0,1.0,100.0,28.0,2.0,3.0,117.0,0.9,1.0,12547.0,121.0,1.0,5.0,1.0,4.0,0.0,184.0,0.0,1.0,0.0,419.597
241.0,135.0,0.15,121.0,274.0,5.87,0.93,97.0,1.0,120.0,73.0,0.0,96.0,75.0,6.0,8.0,17.0,9.0,0.95,0.7,370.0,7.0,33.0,5.0,1.0,0.66,1.0,1.0,0.0,0.0,0.75,89.0,1.0,521.0,10.0,211.0,1.0,300.0,860.0,780.0,31254.0,24102.0,14716.0,2.0,5.0,0.0,99.0,185.0,10135.0,1.0,0.0,42.0,0.0,0.0,0.0,1.0,1.0,17.0,84.0,1.0,0.0,33571967.0,2105346.0,471.0,2.0,99.0,14.0,3.0,5.0,233.0,0.7,0.0,6587.0,43.0,1.0,8.0,0.0,6.0,1.0,313.0,1.0,1.0,1.0,250.24
370.0,445.0,0.74,374.0,976.0,3.97,0.17,61.0,2.0,187.0,164.0,0.0,52.0,5.0,1.0,10.0,5.0,15.0,0.6,0.7,346.0,8.0,31.0,4.0,1.0,0.91,1.0,0.0,1.0,0.0,0.79,484.0,0.0,878.0,11.0,553.0,1.0,288.0,1316.0,828.0,2151.0,25120.0,26654.0,3.0,5.0,1.0,22.0,179.0,20205.0,1.0,1.0,18.0,1.0,0.0,1.0,0.0,1.0,14.0,59.0,0.0,1.0,33569923.0,2128981.0,110.0,2.0,113.0,22.0,5.0,1.0,226.0,0.9,0.0,14300.0,114.0,0.0,15.0,1.0,8.0,1.0,106.0,1.0,0.0,0.0,344.928
344.0,25.0,0.4,937.0,643.0,2.11,0.39,26.0,1.0,251.0,86.0,1.0,125.0,99.0,5.0,8.0,10.0,18.0,0.58,0.82,130.0,10.0,8.0,8.0,0.0,0.87,0.0,1.0,0.0,1.0,0.73,30.0,1.0,973.0,10.0,649.0,0.0,365.0,1357.0,415.0,7032.0,542.0,7752.0,3.0,1.0,1.0,59.0,94.0,6686.0,1.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,14.0,35.0,1.0,1.0,33564672.0,2103687.0,476.0,2.0,125.0,19.0,2.0,5.0,192.0,0.8,0.0,6191.0,237.0,0.0,16.0,1.0,7.0,1.0,226.0,0.0,1.0,0.0,420.662
431.0,255.0,0.1,759.0,432.0,4.91,0.82,3.0,2.0,49.0,83.0,0.0,123.0,54.0,3.0,7.0,11.0,15.0,0.58,0.46,322.0,1.0,30.0,6.0,1.0,0.63,0.0,1.0,1.0,0.0,0.65,266.0,0.0,346.0,11.0,956.0,1.0,447.0,877.0,1159.0,20190.0,16965.0,14290.0,2.0,4.0,1.0,45.0,141.0,31484.0,1.0,1.0,79.0,1.0,1.0,0.0,1.0,1.0,7.0,84.0,0.0,0.0,33558929.0,2116235.0,186.0,1.0,113.0,22.0,3.0,5.0,188.0,0.8,0.0,2019.0,185.0,1.0,18.0,0.0,4.0,0.0,351.0,1.0,0.0,1.0,250.76
134.0,329.0,0.23,927.0,706.0,3.15,0.1,120.0,2.0,216.0,15.0,0.0,43.0,26.0,1.0,6.0,4.0,13.0,0.96,0.65,297.0,10.0,20.0,4.0,0.0,0.93,0.0,1.0,0.0,0.0,0.87,338.0,0.0,252.0,12.0,714.0,0.0,154.0,1382.0,575.0,20041.0,15716.0,2852.0,8.0,3.0,0.0,79.0,118.0,7554.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,12.0,24.0,0.0,1.0,33564154.0,2120147.0,445.0,1.0,111.0,19.0,4.0,2.0,80.0,0.8,1.0,7630.0,182.0,0.0,19.0,0.0,7.0,0.0,239.0,1.0,0.0,1.0,605.118
39.0,398.0,0.1,377.0,455.0,3.9,0.25,125.0,1.0,196.0,10.0,1.0,82.0,105.0,6.0,2.0,20.0,10.0,0.63,0.52,312.0,1.0,3.0,8.0,1.0,0.56,0.0,1.0,0.0,0.0,0.68,423.0,0.0,988.0,9.0,201.0,0.0,222.0,1881.0,1121.0,4703.0,13835.0,10465.0,8.0,2.0,1.0,118.0,99.0,16133.0,1.0,1.0,73.0,0.0,1.0,0.0,0.0,0.0,6.0,42.0,1.0,1.0,33575014.0,2128783.0,162.0,2.0,49.0,24.0,5.0,1.0,41.0,0.7,1.0,14183.0,36.0,1.0,5.0,0.0,5.0,0.0,281.0,0.0,1.0,0.0,422.441
477.0,314.0,0.5,909.0,53.0,4.4,0.73,3.0,0.0,70.0,34.0,1.0,92.0,98.0,2.0,1.0,10.0,18.0,0.96,0.14,128.0,10.0,40.0,7.0,1.0,0.98,0.0,1.0,1.0,0.0,0.92,445.0,1.0,719.0,12.0,586.0,0.0,478.0,839.0,737.0,29170.0,15648.0,11671.0,9.0,5.0,1.0,20.0,154.0,30957.0,1.0,1.0,83.0,1.0,0.0,0.0,0.0,1.0,18.0,74.0,0.0,1.0,33587135.0,2127903.0,102.0,2.0,67.0,6.0,3.0,1.0,163.0,0.8,0.0,9946.0,177.0,1.0,13.0,1.0,8.0,1.0,279.0,1.0,0.0,1.0,444.236
185.0,315.0,0.8,279.0,64.0,5.57,0.99,20.0,2.0,64.0,95.0,0.0,8.0,67.0,7.0,6.0,15.0,14.0,0.81,0.32,335.0,9.0,27.0,4.0,0.0,0.68,1.0,0.0,1.0,0.0,0.65,499.0,1.0,434.0,9.0,408.0,1.0,390.0,661.0,912.0,31922.0,8486.0,31807.0,5.0,1.0,1.0,110.0,185.0,14590.0,1.0,0.0,85.0,0.0,0.0,1.0,1.0,0.0,11.0,54.0,1.0,1.0,33587122.0,2114588.0,350.0,2.0,109.0,25.0,4.0,2.0,123.0,0.9,1.0,15056.0,38.0,0.0,17.0,0.0,8.0,1.0,457.0,1.0,0.0,0.0,662.555
182.0,28.0,0.77,258.0,247.0,3.3,0.16,116.0,0.0,188.0,235.0,0.0,84.0,13.0,4.0,2.0,5.0,17.0,0.85,0.49,380.0,1.0,15.0,6.0,1.0,0.78,0.0,1.0,1.0,1.0,0.89,441.0,1.0,289.0,11.0,636.0,1.0,261.0,1748.0,580.0,3450.0,27045.0,25066.0,5.0,5.0,0.0,39.0,51.0,30588.0,0.0,1.0,23.0,0.0,0.0,1.0,0.0,0.0,10.0,42.0,0.0,1.0,33582391.0,2112986.0,433.0,2.0,89.0,21.0,5.0,1.0,238.0,0.9,1.0,14857.0,222.0,1.0,15.0,0.0,5.0,0.0,407.0,0.0,0.0,0.0,487.208
82.0,442.0,0.14,388.0,975.0,5.23,0.75,127.0,0.0,44.0,185.0,0.0,105.0,33.0,1.0,7.0,2.0,18.0,0.75,0.15,228.0,2.0,36.0,7.0,0.0,0.96,1.0,0.0,1.0,1.0,0.86,262.0,1.0,677.0,12.0,499.0,1.0,228.0,1929.0,583.0,24311.0,8262.0,32829.0,5.0,5.0,1.0,103.0,160.0,20425.0,1.0,1.0,14.0,0.0,1.0,1.0,1.0,1.0,9.0,65.0,0.0,1.0,33557518.0,2102696.0,200.0,1.0,37.0,8.0,2.0,1.0,39.0,0.7,0.0,12580.0,167.0,1.0,17.0,0.0,5.0,0.0,115.0,0.0,0.0,1.0,264.245
399.0,84.0,0.74,582.0,685.0,4.85,0.97,9.0,1.0,180.0,212.0,0.0,68.0,115.0,4.0,10.0,15.0,13.0,0.86,0.33,499.0,4.0,35.0,3.0,1.0,0.86,0.0,0.0,0.0,1.0,0.58,467.0,1.0,997.0,9.0,797.0,0.0,362.0,814.0,1446.0,8756.0,9541.0,27810.0,7.0,2.0,1.0,16.0,176.0,26395.0,1.0,0.0,59.0,0.0,1.0,0.0,1.0,1.0,14.0,51.0,1.0,0.0,33555962.0,2110212.0,313.0,2.0,124.0,25.0,2.0,3.0,167.0,0.8,0.0,13698.0,213.0,0.0,8.0,1.0,8.0,0.0,272.0,0.0,1.0,0.0,597.167
494.0,335.0,0.7,949.0,56.0,2.86,0.12,9.0,2.0,63.0,93.0,1.0,17.0,113.0,9.0,4.0,15.0,12.0,0.92,0.99,387.0,6.0,40.0,5.0,0.0,0.64,0.0,0.0,1.0,1.0,0.81,456.0,0.0,398.0,8.0,604.0,0.0,263.0,841.0,1724.0,15546.0,31860.0,16714.0,9.0,4.0,1.0,33.0,77.0,18626.0,1.0,0.0,53.0,0.0,1.0,1.0,0.0,0.0,20.0,81.0,1.0,1.0,33555358.0,2110418.0,273.0,1.0,71.0,19.0,2.0,2.0,165.0,0.8,1.0,13696.0,141.0,1.0,17.0,0.0,8.0,1.0,421.0,1.0,0.0,1.0,546.164
93.0,41.0,0.72,889.0,226.0,4.7,0.1,58.0,1.0,150.0,67.0,0.0,16.0,43.0,10.0,3.0,14.0,15.0,0.87,0.82,218.0,3.0,15.0,7.0,1.0,0.75,1.0,0.0,1.0,1.0,0.51,355.0,0.0,837.0,13.0,526.0,1.0,403.0,1640.0,1213.0,32351.0,11110.0,11472.0,10.0,3.0,0.0,72.0,187.0,27689.0,1.0,0.0,66.0,1.0,1.0,0.0,0.0,1.0,15.0,63.0,1.0,1.0,33562384.0,2098190.0,66.0,2.0,118.0,9.0,4.0,3.0,195.0,0.9,0.0,7562.0,173.0,0.0,20.0,1.0,6.0,1.0,491.0,0.0,1.0,0.0,329.637
309.0,136.0,0.41,892.0,939.0,5.73,0.7,79.0,1.0,224.0,249.0,0.0,120.0,48.0,8.0,2.0,3.0,10.0,0.53,0.25,158.0,5.0,8.0,4.0,1.0,0.8,1.0,0.0,0.0,1.0,0.85,206.0,0.0,932.0,13.0,667.0,1.0,218.0,1218.0,512.0,30877.0,7862.0,28355.0,3.0,5.0,0.0,106.0,166.0,11673.0,1.0,1.0,62.0,0.0,0.0,0.0,1.0,1.0,19.0,80.0,0.0,0.0,33574539.0,2118220.0,495.0,1.0,102.0,29.0,2.0,1.0,99.0,0.8,1.0,7514.0,225.0,0.0,10.0,0.0,4.0,1.0,410.0,0.0,1.0,0.0,244.227
293.0,270.0,0.43,466.0,342.0,2.44,0.45,95.0,1.0,232.0,210.0,0.0,116.0,81.0,10.0,4.0,9.0,14.0,0.42,0.96,373.0,8.0,11.0,6.0,0.0,0.8,1.0,0.0,1.0,1.0,0.63,383.0,0.0,922.0,14.0,263.0,1.0,331.0,693.0,663.0,24023.0,32717.0,660.0,5.0,4.0,0.0,89.0,186.0,5466.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,1.0,16.0,35.0,0.0,0.0,33569682.0,2113917.0,137.0,1.0,105.0,21.0,4.0,6.0,156.0,0.9,1.0,6815.0,113.0,0.0,5.0,1.0,6.0,0.0,57.0,1.0,0.0,0.0,460.205
385.0,444.0,0.3,138.0,439.0,2.85,0.73,48.0,1.0,235.0,190.0,1.0,88.0,61.0,11.0,3.0,17.0,9.0,0.65,0.22,379.0,1.0,22.0,6.0,1.0,0.79,0.0,0.0,1.0,1.0,0.78,249.0,0.0,545.0,10.0,786.0,0.0,190.0,527.0,1350.0,21174.0,20834.0,10265.0,3.0,4.0,1.0,124.0,112.0,12270.0,0.0,0.0,56.0,1.0,0.0,1.0,1.0,1.0,19.0,66.0,1.0,0.0,33558125.0,2123548.0,202.0,2.0,103.0,13.0,2.0,2.0,184.0,0.9,0.0,18507.0,115.0,1.0,7.0,1.0,5.0,0.0,486.0,1.0,1.0,1.0,555.136
242.0,495.0,0.7,647.0,275.0,5.66,0.17,101.0,0.0,95.0,225.0,0.0,35.0,13.0,4.0,3.0,18.0,10.0,0.52,0.86,120.0,5.0,24.0,5.0,1.0,0.8,1.0,0.0,0.0,0.0,0.84,136.0,1.0,728.0,10.0,320.0,0.0,387.0,1414.0,1080.0,32341.0,18207.0,16216.0,7.0,5.0,1.0,34.0,100.0,10480.0,0.0,1.0,59.0,1.0,1.0,1.0,0.0,1.0,12.0,24.0,1.0,1.0,33583238.0,2109903.0,467.0,2.0,83.0,9.0,2.0,1.0,171.0,0.7,1.0,11376.0,78.0,0.0,4.0,1.0,5.0,0.0,417.0,0.0,0.0,1.0,319.181
326.0,318.0,0.61,980.0,214.0,3.89,0.93,123.0,0.0,4.0,214.0,0.0,39.0,74.0,4.0,1.0,2.0,18.0,0.56,0.99,385.0,3.0,44.0,8.0,0.0,0.76,0.0,0.0,0.0,1.0,0.59,333.0,0.0,465.0,8.0,770.0,0.0,468.0,1472.0,577.0,16401.0,5387.0,9038.0,7.0,5.0,1.0,60.0,150.0,27240.0,1.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,12.0,85.0,0.0,1.0,33561144.0,2118713.0,446.0,2.0,38.0,20.0,5.0,6.0,194.0,0.7,0.0,16690.0,147.0,1.0,5.0,0.0,5.0,0.0,93.0,1.0,1.0,1.0,706.265
469.0,335.0,0.39,794.0,171.0,4.64,0.52,11.0,1.0,252.0,118.0,1.0,71.0,63.0,5.0,1.0,20.0,10.0,0.81,0.1,131.0,1.0,36.0,8.0,1.0,0.69,0.0,0.0,0.0,0.0,0.96,303.0,0.0,708.0,13.0,654.0,1.0,411.0,1104.0,2238.0,4386.0,25073.0,7866.0,8.0,5.0,1.0,62.0,197.0,18241.0,0.0,0.0,86.0,0.0,1.0,1.0,1.0,1.0,20.0,51.0,0.0,1.0,33561030.0,2114268.0,452.0,2.0,43.0,10.0,4.0,3.0,158.0,0.9,1.0,11416.0,97.0,1.0,15.0,0.0,7.0,0.0,136.0,0.0,0.0,1.0,581.0
236.0,321.0,0.49,655.0,100.0,4.58,0.62,8.0,0.0,176.0,110.0,1.0,100.0,31.0,12.0,5.0,17.0,12.0,0.89,0.9,174.0,4.0,39.0,6.0,1.0,0.6,0.0,0.0,1.0,1.0,0.83,324.0,0.0,141.0,8.0,223.0,0.0,176.0,1372.0,421.0,19968.0,6776.0,26745.0,5.0,2.0,1.0,9.0,139.0,5488.0,1.0,0.0,26.0,0.0,1.0,0.0,1.0,1.0,10.0,40.0,0.0,0.0,33573355.0,2109687.0,492.0,2.0,66.0,23.0,3.0,4.0,201.0,0.7,0.0,8298.0,222.0,0.0,17.0,1.0,6.0,0.0,395.0,1.0,1.0,0.0,411.279
65.0,290.0,0.88,927.0,48.0,2.22,0.9,17.0,2.0,166.0,239.0,1.0,11.0,45.0,8.0,1.0,14.0,13.0,0.86,0.21,168.0,8.0,31.0,5.0,0.0,0.71,1.0,0.0,0.0,1.0,0.88,103.0,0.0,361.0,10.0,563.0,1.0,376.0,643.0,1141.0,6121.0,21427.0,21070.0,8.0,1.0,1.0,32.0,113.0,8476.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,1.0,14.0,59.0,1.0,1.0,33575880.0,2113925.0,213.0,2.0,35.0,21.0,3.0,3.0,141.0,0.7,0.0,6140.0,62.0,1.0,7.0,0.0,8.0,1.0,81.0,1.0,1.0,0.0,338.203
379.0,52.0,0.12,714.0,944.0,2.68,0.2,104.0,2.0,57.0,217.0,0.0,22.0,31.0,11.0,1.0,9.0,12.0,0.54,0.5,234.0,1.0,50.0,6.0,0.0,0.92,1.0,0.0,0.0,1.0,0.84,74.0,1.0,553.0,10.0,292.0,1.0,497.0,1555.0,1129.0,2096.0,4440.0,21087.0,6.0,5.0,0.0,93.0,146.0,26033.0,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,6.0,62.0,0.0,1.0,33566344.0,2101700.0,412.0,1.0,86.0,5.0,2.0,4.0,227.0,0.7,1.0,6505.0,51.0,0.0,17.0,0.0,6.0,1.0,446.0,0.0,1.0,0.0,377.077
145.0,22.0,0.6,371.0,658.0,3.33,0.37,46.0,2.0,175.0,241.0,1.0,22.0,101.0,7.0,9.0,13.0,14.0,0.89,0.45,290.0,4.0,15.0,8.0,0.0,0.95,0.0,0.0,0.0,0.0,0.93,212.0,0.0,995.0,13.0,928.0,1.0,322.0,1263.0,1519.0,2587.0,3540.0,3709.0,9.0,4.0,1.0,14.0,75.0,14714.0,1.0,0.0,42.0,1.0,1.0,0.0,1.0,1.0,14.0,74.0,0.0,0.0,33558404.0,2117513.0,487.0,1.0,96.0,23.0,2.0,3.0,124.0,0.9,0.0,14108.0,85.0,1.0,12.0,1.0,7.0,1.0,304.0,0.0,1.0,1.0,486.236
214.0,392.0,0.34,498.0,706.0,5.63,0.99,36.0,1.0,242.0,77.0,0.0,43.0,68.0,10.0,2.0,8.0,17.0,0.84,0.16,235.0,8.0,2.0,3.0,0.0,0.66,0.0,0.0,0.0,0.0,0.55,448.0,1.0,375.0,12.0,878.0,0.0,452.0,1809.0,549.0,26929.0,8756.0,12025.0,5.0,4.0,0.0,71.0,197.0,6579.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,0.0,10.0,48.0,0.0,0.0,33578767.0,2106776.0,192.0,1.0,34.0,17.0,2.0,5.0,43.0,0.8,1.0,4003.0,107.0,1.0,17.0,0.0,6.0,0.0,211.0,1.0,1.0,0.0,338.027
